Id,MSSubClass,MSZoning,LotFrontage,LotArea,Alley,LotShape,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,Heating,CentralAir,Electrical,TotRmsAbvGrd,FireplaceQu,ScreenPorch,YrSold,SalePrice
794,20,RL,76,9158,NA,Reg,0,1496,1496,GasA,Y,SBrkr,7,NA,0,2007,225000
795,60,RL,NA,10832,NA,IR1,0,712,712,GasA,Y,SBrkr,7,TA,0,2008,194500
796,60,RL,70,8400,NA,Reg,0,650,650,GasA,Y,SBrkr,7,TA,204,2010,171000
797,20,RL,71,8197,NA,Reg,0,660,660,GasA,Y,SBrkr,7,TA,0,2007,143500
798,20,RL,57,7677,NA,Reg,570,203,773,GasA,Y,SBrkr,4,NA,0,2008,110000
799,60,RL,104,13518,NA,Reg,0,1926,1926,GasA,Y,SBrkr,11,Gd,0,2009,485000
800,50,RL,60,7200,NA,Reg,569,162,731,GasA,Y,SBrkr,7,TA,0,2007,175000
801,60,RL,79,12798,NA,IR1,462,154,616,GasA,Y,SBrkr,8,NA,0,2008,200000
802,30,RM,40,4800,NA,Reg,197,999,1196,GasA,Y,FuseA,5,NA,0,2007,109900
803,60,RL,63,8199,NA,Reg,648,80,728,GasA,Y,SBrkr,7,Gd,0,2008,189000
804,60,RL,107,13891,NA,Reg,0,1734,1734,GasA,Y,SBrkr,12,Gd,192,2009,582933
805,20,RL,75,9000,NA,Reg,812,124,936,GasA,Y,SBrkr,5,NA,0,2006,118000
806,20,RL,91,12274,NA,IR1,0,1417,1417,GasA,Y,SBrkr,6,NA,0,2008,227680
807,80,RL,75,9750,NA,Reg,400,100,980,GasA,Y,SBrkr,6,NA,0,2006,135500
808,70,RL,144,21384,NA,Reg,1309,15,1324,GasA,Y,SBrkr,6,TA,0,2009,223500
809,80,RL,85,13400,NA,Reg,516,380,1024,GasA,Y,SBrkr,6,Gd,0,2006,159950
810,75,RM,90,8100,NA,Reg,0,849,849,GasA,N,FuseA,11,NA,0,2009,106000
811,20,RL,78,10140,NA,Reg,663,0,1040,GasA,Y,SBrkr,5,Fa,0,2006,181000
812,120,RM,NA,4438,NA,Reg,662,186,848,GasA,Y,SBrkr,4,Gd,0,2008,144500
813,20,C (all),66,8712,NA,Reg,0,540,540,GasA,N,FuseA,4,NA,0,2010,55993
814,20,RL,75,9750,NA,Reg,608,834,1442,GasA,Y,SBrkr,7,NA,0,2007,157900
815,50,RL,45,8248,Grvl,Reg,0,686,686,GasW,Y,SBrkr,7,NA,0,2006,116000
816,20,RL,48,12137,NA,IR2,0,1649,1649,GasA,Y,SBrkr,6,NA,0,2010,224900
817,20,RL,NA,11425,NA,IR1,486,522,1008,GasA,Y,SBrkr,4,Gd,0,2006,137000
818,20,RL,NA,13265,NA,IR1,1218,350,1568,GasA,Y,SBrkr,7,Gd,0,2008,271000
819,80,RL,80,8816,NA,Reg,504,506,1010,GasA,Y,SBrkr,6,NA,0,2010,155000
820,120,RL,44,6371,NA,IR1,733,625,1358,GasA,Y,SBrkr,6,Gd,0,2010,224000
821,60,RL,72,7226,NA,IR1,0,798,798,GasA,Y,SBrkr,6,NA,0,2008,183000
822,20,RM,60,6000,Pave,Reg,0,936,936,GasA,N,SBrkr,4,NA,0,2009,93000
823,60,RL,NA,12394,NA,IR1,0,847,847,GasA,Y,SBrkr,7,Gd,0,2007,225000
824,50,RL,60,9900,NA,Reg,0,778,778,GasA,Y,SBrkr,7,Gd,0,2009,139500
825,20,FV,81,11216,NA,Reg,0,1489,1489,GasA,Y,SBrkr,7,Gd,0,2006,232600
826,20,RL,114,14803,NA,Reg,1636,442,2078,GasA,Y,SBrkr,7,Gd,0,2008,385000
827,45,RM,50,6130,NA,Reg,784,0,784,GasA,Y,SBrkr,5,NA,0,2008,109500
828,20,RL,65,8529,NA,IR1,20,1434,1454,GasA,Y,SBrkr,6,TA,0,2009,189000
829,60,RL,NA,28698,NA,IR2,249,0,1013,GasA,Y,SBrkr,7,NA,225,2009,185000
830,160,FV,24,2544,Pave,Reg,0,600,600,GasA,Y,SBrkr,4,NA,0,2006,147400
831,20,RL,80,11900,NA,IR1,1040,352,1392,GasA,Y,FuseA,6,Gd,192,2008,166000
832,160,FV,30,3180,Pave,Reg,0,600,600,GasA,Y,SBrkr,4,NA,0,2006,151000
833,60,RL,44,9548,NA,IR1,483,458,941,GasA,Y,SBrkr,7,TA,0,2010,237000
834,20,RL,100,10004,NA,Reg,196,975,1516,GasA,Y,SBrkr,6,NA,152,2009,167000
835,20,RL,75,7875,NA,Reg,572,572,1144,GasA,Y,SBrkr,6,NA,0,2008,139950
836,20,RL,60,9600,NA,Reg,442,625,1067,GasA,Y,SBrkr,4,NA,0,2010,128000
837,30,RM,90,8100,Pave,Reg,338,1221,1559,GasA,Y,SBrkr,5,NA,0,2007,153500
838,160,RM,21,1680,NA,Reg,330,153,483,GasA,Y,SBrkr,5,NA,0,2008,100000
839,20,RL,75,9525,NA,Reg,0,1099,1099,GasA,Y,SBrkr,6,NA,0,2008,144000
840,50,RL,70,11767,NA,Reg,352,416,768,GasA,Y,SBrkr,6,NA,0,2008,130500
841,70,RH,NA,12155,NA,IR1,156,516,672,GasA,N,SBrkr,7,NA,0,2008,140000
842,70,RM,60,10440,Grvl,Reg,0,650,650,GasA,Y,SBrkr,8,Po,0,2008,157500
843,80,RL,82,9020,NA,Reg,312,276,1127,GasA,Y,SBrkr,6,NA,0,2008,174900
844,90,RL,80,8000,NA,Reg,0,1800,1800,GasA,N,SBrkr,10,NA,0,2007,141000
845,50,RM,100,12665,Grvl,IR1,0,876,876,GasA,Y,SBrkr,7,Gd,0,2008,153900
846,85,RL,NA,16647,NA,IR1,1390,0,1390,GasA,Y,SBrkr,6,TA,0,2007,171000
847,60,RL,75,9317,NA,Reg,513,227,740,GasA,Y,SBrkr,7,TA,0,2009,213000
848,20,RL,36,15523,NA,IR1,460,404,864,GasA,Y,SBrkr,5,Fa,0,2009,133500
849,50,RL,75,45600,NA,IR2,0,907,907,GasA,Y,SBrkr,10,Gd,175,2008,240000
850,80,RL,80,9600,NA,Reg,0,528,528,GasA,Y,SBrkr,7,TA,0,2007,187000
851,120,RM,36,4435,NA,Reg,659,189,848,GasA,Y,SBrkr,3,NA,0,2007,131500
852,120,RL,NA,3196,NA,Reg,0,1273,1273,GasA,Y,SBrkr,7,TA,0,2006,215000
853,75,RL,53,7128,NA,Reg,364,554,918,GasA,Y,SBrkr,7,Gd,126,2007,164000
854,80,RL,NA,12095,NA,IR1,564,563,1127,GasA,Y,SBrkr,7,Fa,0,2009,158000
855,20,RL,102,17920,NA,Reg,306,372,1763,GasA,Y,SBrkr,6,Gd,312,2006,170000
856,20,RL,NA,6897,NA,IR1,659,381,1040,GasA,Y,SBrkr,6,NA,0,2010,127000
857,80,RL,NA,10970,NA,IR1,505,0,940,GasA,Y,SBrkr,5,NA,0,2008,147000
858,60,RL,65,8125,NA,Reg,0,702,702,GasA,Y,SBrkr,6,TA,0,2009,174000
859,20,RL,80,10400,NA,Reg,0,1090,1090,GasA,Y,SBrkr,6,TA,0,2009,152000
860,60,RL,NA,11029,NA,IR1,619,435,1054,GasA,Y,SBrkr,9,Gd,222,2006,250000
861,50,RL,55,7642,NA,Reg,0,912,912,GasA,Y,SBrkr,7,Gd,0,2007,189950
862,190,RL,75,11625,NA,Reg,841,198,1039,GasA,Y,SBrkr,6,NA,0,2010,131500
863,20,RL,81,9672,NA,Reg,338,702,1040,GasA,Y,SBrkr,6,NA,0,2010,152000
864,20,RL,70,7931,NA,Reg,1148,0,1148,GasA,Y,SBrkr,6,NA,0,2009,132500
865,20,FV,72,8640,NA,Reg,0,1372,1372,GasA,Y,SBrkr,6,NA,0,2008,250580
866,20,RL,NA,8750,NA,IR1,828,174,1002,GasA,Y,SBrkr,5,NA,0,2009,148500
867,20,RL,67,10656,NA,IR1,0,1638,1638,GasA,Y,SBrkr,6,Gd,0,2007,248900
868,20,RL,85,6970,NA,Reg,932,108,1040,GasA,Y,SBrkr,5,NA,0,2007,129000
869,60,RL,NA,14762,NA,IR2,0,0,0,GasA,Y,SBrkr,7,TA,0,2006,169000
870,60,RL,80,9938,NA,Reg,750,300,1050,GasA,Y,SBrkr,8,TA,0,2010,236000
871,20,RL,60,6600,NA,Reg,0,894,894,GasA,N,SBrkr,5,NA,0,2009,109500
872,60,RL,70,8750,NA,Reg,505,299,804,GasA,Y,SBrkr,7,NA,0,2010,200500
873,20,RL,74,8892,NA,Reg,0,105,105,GasA,Y,SBrkr,5,NA,0,2008,116000
874,40,RL,60,12144,NA,Reg,375,457,832,GasA,Y,SBrkr,6,Gd,0,2009,133000
875,50,RM,52,5720,NA,Reg,0,676,676,GasA,Y,SBrkr,5,NA,0,2009,66500
876,60,FV,75,9000,NA,Reg,64,1120,1184,GasA,Y,SBrkr,11,Gd,0,2007,303477
877,20,RL,94,25286,NA,Reg,633,431,1064,GasA,Y,SBrkr,5,NA,0,2007,132250
878,60,RL,74,8834,NA,Reg,1170,292,1462,GasA,Y,SBrkr,10,Gd,0,2009,350000
879,85,RL,88,11782,NA,IR1,899,210,1109,GasA,Y,SBrkr,6,NA,0,2010,148000
880,20,RL,NA,7000,NA,IR1,646,218,864,GasA,Y,SBrkr,6,NA,0,2009,136500
881,20,RL,60,7024,NA,Reg,980,110,1090,GasA,Y,SBrkr,5,NA,0,2007,157000
882,50,RL,44,13758,NA,IR1,902,254,1156,GasA,Y,SBrkr,7,TA,0,2007,187500
883,60,RL,NA,9636,NA,IR1,0,808,808,GasA,Y,SBrkr,7,TA,0,2009,178000
884,75,RL,60,6204,NA,Reg,0,795,795,GasA,N,SBrkr,10,NA,0,2006,118500
885,20,RL,65,7150,NA,Reg,432,460,892,GasA,Y,SBrkr,5,NA,0,2009,100000
886,120,FV,50,5119,NA,IR1,1238,460,1698,GasA,Y,SBrkr,5,TA,0,2008,328900
887,90,RL,70,8393,NA,Reg,528,1098,1626,GasA,Y,SBrkr,8,NA,0,2006,145000
888,50,RL,59,16466,NA,IR1,0,816,816,GasA,Y,SBrkr,8,NA,265,2008,135500
889,20,RL,95,15865,NA,IR1,351,1043,2217,GasA,Y,SBrkr,8,TA,224,2007,268000
890,20,RL,128,12160,NA,Reg,1024,481,1505,GasA,Y,SBrkr,6,TA,0,2009,149500
891,50,RL,60,8064,NA,Reg,0,672,672,GasA,Y,SBrkr,6,Po,0,2007,122900
892,60,RL,70,11184,NA,Reg,226,192,918,GasA,Y,SBrkr,7,TA,0,2009,172500
893,20,RL,70,8414,NA,Reg,663,396,1059,GasA,Y,SBrkr,6,NA,0,2006,154500
894,20,RL,NA,13284,NA,Reg,1064,319,1383,GasA,Y,SBrkr,6,Gd,0,2008,165000
895,90,RL,64,7018,NA,Reg,0,0,0,GasA,Y,SBrkr,8,NA,0,2009,118858
896,60,RL,71,7056,NA,Reg,400,380,780,GasA,Y,SBrkr,8,TA,0,2008,140000
897,30,RM,50,8765,Grvl,Reg,285,666,951,GasA,N,SBrkr,6,NA,0,2006,106500
898,90,RL,64,7018,NA,Reg,0,0,0,GasA,Y,SBrkr,12,NA,0,2009,142953
899,20,RL,100,12919,NA,IR1,2188,142,2330,GasA,Y,SBrkr,11,Gd,0,2010,611657
900,20,RL,65,6993,NA,Reg,465,447,912,GasA,Y,SBrkr,6,TA,0,2006,135000
901,20,RL,NA,7340,NA,IR1,322,536,858,GasA,Y,SBrkr,4,NA,0,2007,110000
902,20,RL,64,8712,NA,IR1,860,132,992,GasA,Y,SBrkr,5,NA,0,2009,153000
903,60,RL,63,7875,NA,Reg,0,783,783,GasA,Y,SBrkr,8,Gd,0,2006,180000
904,20,RL,50,14859,NA,IR1,0,1670,1670,GasA,Y,SBrkr,7,Gd,0,2006,240000
905,20,RL,NA,6173,NA,IR1,599,277,876,GasA,Y,SBrkr,6,NA,0,2007,125500
906,20,RL,80,9920,NA,Reg,354,412,1056,GasA,Y,SBrkr,6,NA,0,2010,128000
907,20,RL,116,13501,NA,IR1,63,1560,1623,GasA,Y,SBrkr,8,Gd,0,2007,255000
908,50,RL,86,11500,NA,IR1,223,794,1017,GasA,Y,SBrkr,6,Gd,322,2006,250000
909,20,RL,NA,8885,NA,IR1,301,239,864,GasA,Y,SBrkr,5,NA,0,2006,131000
910,60,RL,149,12589,NA,IR2,0,742,742,GasA,Y,SBrkr,8,Gd,0,2009,174000
911,90,RL,80,11600,NA,Reg,443,662,1105,GasA,Y,FuseA,12,NA,0,2010,154300
912,20,RL,NA,9286,NA,IR1,196,1072,1268,GasA,Y,SBrkr,5,NA,0,2009,143500
913,30,RM,51,6120,NA,Reg,489,279,768,GasA,N,SBrkr,6,NA,120,2006,88000
914,90,RH,82,6270,NA,Reg,284,717,1001,GasA,N,FuseA,8,NA,0,2007,145000
915,160,FV,30,3000,Pave,Reg,294,318,612,GasA,Y,SBrkr,4,NA,0,2009,173733
916,160,RM,21,2001,NA,Reg,0,546,546,GasA,Y,SBrkr,6,NA,0,2007,75000
917,20,C (all),50,9000,NA,Reg,50,430,480,GasA,N,FuseA,4,NA,0,2006,35311
918,20,RL,NA,17140,NA,Reg,1059,75,1134,GasA,Y,FuseA,6,NA,0,2009,135000
919,60,RL,103,13125,NA,IR1,48,422,1104,GasA,Y,SBrkr,8,TA,0,2007,238000
920,20,RL,87,11029,NA,IR1,528,245,1184,GasA,Y,SBrkr,6,TA,190,2008,176500
921,60,RL,70,8462,NA,IR1,814,114,928,GasA,Y,SBrkr,7,NA,0,2007,201000
922,90,RL,67,8777,NA,Reg,1084,188,1272,GasA,Y,SBrkr,9,NA,0,2008,145900
923,20,RL,65,10237,NA,Reg,28,1288,1316,GasA,Y,SBrkr,6,Gd,0,2006,169990
924,120,RL,50,8012,NA,Reg,165,598,1604,GasA,Y,SBrkr,5,Fa,0,2008,193000
925,20,RL,79,10240,NA,Reg,625,0,1686,GasA,Y,SBrkr,7,TA,0,2006,207500
926,20,RL,NA,15611,NA,IR1,767,266,1126,GasA,Y,SBrkr,6,NA,0,2008,175000
927,60,RL,93,11999,NA,Reg,0,1181,1181,GasA,Y,SBrkr,10,Gd,0,2007,285000
928,60,RL,NA,9900,NA,Reg,552,280,832,GasA,Y,SBrkr,9,Gd,0,2008,176000
929,20,RL,NA,11838,NA,Reg,0,1753,1753,GasA,Y,SBrkr,7,TA,0,2009,236500
930,60,RL,NA,13006,NA,IR1,0,964,964,GasA,Y,SBrkr,8,TA,0,2006,222000
931,20,RL,73,8925,NA,IR1,16,1450,1466,GasA,Y,SBrkr,7,NA,0,2009,201000
932,20,RL,70,9100,NA,Reg,338,121,925,GasA,Y,SBrkr,5,NA,0,2009,117500
933,20,RL,84,11670,NA,IR1,0,1905,1905,GasA,Y,SBrkr,8,Gd,0,2007,320000
934,20,RL,63,8487,NA,Reg,20,1480,1500,GasA,Y,SBrkr,6,NA,0,2009,190000
935,20,RL,313,27650,NA,IR2,425,160,585,GasA,Y,SBrkr,9,Gd,0,2008,242000
936,30,RL,52,5825,NA,IR1,0,600,600,GasA,Y,SBrkr,5,NA,0,2006,79900
937,20,RL,67,10083,NA,Reg,833,343,1176,GasA,Y,SBrkr,5,NA,0,2009,184900
938,60,RL,75,9675,NA,Reg,341,772,1113,GasA,Y,SBrkr,8,Gd,0,2009,253000
939,60,RL,73,8760,NA,Reg,464,927,1391,GasA,Y,SBrkr,7,NA,0,2006,239799
940,70,RL,NA,24090,NA,Reg,0,1032,1032,GasA,Y,SBrkr,10,TA,0,2010,244400
941,90,RL,55,12640,NA,IR1,936,396,1728,GasA,Y,SBrkr,8,NA,0,2006,150900
942,60,RL,NA,8755,NA,IR1,772,220,992,GasA,Y,SBrkr,8,TA,0,2009,214000
943,90,RL,42,7711,NA,IR1,1440,0,1440,GasA,Y,SBrkr,8,NA,0,2007,150000
944,90,RL,100,25000,NA,Reg,0,1632,1632,GasA,Y,SBrkr,8,NA,0,2007,143000
945,20,RL,NA,14375,NA,IR1,111,354,819,GasA,Y,FuseA,7,Gd,233,2009,137500
946,50,RM,98,8820,NA,Reg,1088,0,1088,GasA,Y,SBrkr,7,NA,0,2009,124900
947,80,RL,70,8163,NA,Reg,748,102,1144,GasA,Y,SBrkr,6,TA,0,2006,143000
948,20,RL,85,14536,NA,Reg,1300,316,1616,GasA,Y,SBrkr,9,Gd,0,2007,270000
949,60,RL,65,14006,NA,IR1,0,936,936,GasA,Y,SBrkr,7,TA,0,2006,192500
950,20,RL,78,9360,NA,Reg,982,179,1161,GasA,Y,SBrkr,5,TA,0,2010,197500
951,20,RL,60,7200,NA,Reg,398,317,864,GasA,Y,SBrkr,5,NA,0,2007,129000
952,20,RH,60,7800,NA,Reg,641,187,828,GasA,Y,SBrkr,6,NA,0,2006,119900
953,85,RL,60,7200,NA,Reg,660,108,768,GasA,Y,SBrkr,5,NA,0,2009,133900
954,60,RL,NA,11075,NA,IR1,562,29,784,GasA,Y,SBrkr,7,Po,0,2008,172000
955,90,RL,35,9400,NA,IR1,945,0,945,GasA,Y,SBrkr,4,NA,0,2006,127500
956,90,RH,82,7136,NA,IR1,484,495,979,GasA,N,FuseF,8,NA,0,2007,145000
957,160,RM,24,1300,NA,Reg,285,276,561,GasA,Y,SBrkr,5,TA,0,2009,124000
958,20,RL,70,7420,NA,Reg,417,640,1057,GasA,Y,SBrkr,6,NA,0,2007,132000
959,20,RL,65,8450,NA,Reg,699,638,1337,GasA,Y,SBrkr,6,NA,0,2007,185000
960,160,FV,24,2572,NA,Reg,604,92,696,GasA,Y,SBrkr,6,NA,0,2010,155000
961,20,RL,50,7207,NA,IR1,696,162,858,GasA,Y,SBrkr,4,NA,0,2010,116500
962,60,RL,NA,12227,NA,IR1,896,434,1330,GasA,Y,SBrkr,11,TA,0,2008,272000
963,160,RL,24,2308,NA,Reg,556,248,804,GasA,Y,SBrkr,7,TA,0,2007,155000
964,20,RL,122,11923,NA,IR1,0,1800,1800,GasA,Y,SBrkr,7,NA,0,2009,239000
965,60,RL,80,11316,NA,Reg,624,193,817,GasA,Y,SBrkr,8,Gd,0,2010,214900
966,60,RL,65,10237,NA,Reg,0,783,783,GasA,Y,SBrkr,8,Gd,0,2007,178900
967,50,RL,130,9600,NA,IR1,428,300,728,GasA,Y,SBrkr,7,TA,0,2009,160000
968,20,RL,NA,7390,NA,IR1,902,196,1098,GasA,Y,SBrkr,6,NA,0,2008,135000
969,50,RM,50,5925,NA,Reg,0,600,600,Grav,N,SBrkr,6,NA,0,2009,37900
970,190,RL,75,10382,NA,Reg,513,75,588,GasA,Y,SBrkr,6,NA,0,2006,140000
971,50,RL,60,10800,NA,Reg,0,720,720,GasA,N,FuseA,6,NA,0,2006,135000
972,160,RL,36,2268,NA,Reg,567,197,764,GasA,Y,SBrkr,6,NA,0,2009,173000
973,120,RL,55,7892,NA,Reg,0,918,918,GasA,Y,SBrkr,5,TA,0,2010,99500
974,20,FV,95,11639,NA,Reg,0,1428,1428,GasA,Y,SBrkr,6,NA,0,2008,182000
975,70,RL,60,11414,NA,IR1,0,728,728,GasA,N,SBrkr,8,NA,0,2009,167500
976,160,FV,NA,2651,NA,Reg,641,32,673,GasA,Y,SBrkr,6,NA,0,2006,165000
977,30,RL,51,5900,NA,IR1,0,440,440,GasA,Y,FuseA,4,NA,0,2006,85500
978,120,FV,35,4274,Pave,IR1,1106,135,1241,GasA,Y,SBrkr,4,NA,0,2007,199900
979,20,RL,68,9450,NA,Reg,552,342,894,GasA,Y,SBrkr,5,NA,0,2007,110000
980,20,RL,80,8816,NA,Reg,651,470,1121,GasA,Y,SBrkr,5,NA,0,2009,139000
981,85,RL,NA,12122,NA,IR1,867,77,944,GasA,Y,SBrkr,6,NA,0,2008,178400
982,60,RL,98,12203,NA,IR1,854,371,1225,GasA,Y,SBrkr,8,TA,0,2009,336000
983,20,RL,43,3182,NA,Reg,0,1266,1266,GasA,Y,SBrkr,6,Gd,0,2008,159895
984,60,RL,NA,11250,NA,Reg,0,1128,1128,GasA,Y,SBrkr,9,Gd,0,2008,255900
985,90,RL,75,10125,NA,Reg,0,0,0,GasA,Y,SBrkr,8,NA,0,2009,126000
986,190,RL,68,10880,NA,Reg,1040,124,1164,GasW,N,SBrkr,5,NA,0,2008,125000
987,50,RM,59,5310,NA,Reg,0,485,485,GasA,Y,SBrkr,5,NA,0,2006,117000
988,20,RL,83,10159,NA,IR1,1646,284,1930,GasA,Y,SBrkr,8,Gd,0,2010,395192
989,60,RL,NA,12046,NA,IR1,156,692,848,GasA,Y,SBrkr,8,TA,0,2007,195000
990,60,FV,65,8125,NA,Reg,0,770,770,GasA,Y,SBrkr,6,NA,0,2006,197000
991,60,RL,82,9452,NA,Reg,1074,322,1396,GasA,Y,SBrkr,7,TA,0,2006,348000
992,70,RM,121,17671,Grvl,Reg,216,700,916,GasA,Y,SBrkr,8,Gd,0,2009,168000
993,60,RL,80,9760,NA,Reg,536,169,822,GasA,Y,SBrkr,7,Fa,0,2007,187000
994,60,RL,68,8846,NA,Reg,0,750,750,GasA,Y,SBrkr,6,NA,0,2006,173900
995,20,RL,96,12456,NA,Reg,1172,528,1700,GasA,Y,SBrkr,7,Gd,0,2009,337500
996,50,RL,51,4712,NA,IR1,384,363,747,GasA,Y,SBrkr,5,NA,63,2006,121600
997,20,RL,NA,10659,NA,IR1,915,135,1050,GasA,Y,SBrkr,6,NA,0,2006,136500
998,20,RL,NA,11717,NA,IR1,0,1442,1442,GasA,Y,SBrkr,6,TA,0,2009,185000
999,30,RM,60,9786,NA,Reg,0,1007,1007,GasA,N,SBrkr,6,Gd,0,2006,91000
1000,20,RL,64,6762,NA,Reg,686,501,1187,GasA,Y,SBrkr,6,NA,0,2010,206000
1001,20,RL,74,10206,NA,Reg,0,0,0,GasW,N,FuseF,4,NA,0,2009,82000
1002,30,RL,60,5400,NA,Reg,0,691,691,GasA,Y,FuseA,4,NA,0,2007,86000
1003,20,RL,75,11957,NA,IR1,24,1550,1574,GasA,Y,SBrkr,7,Gd,0,2008,232000
1004,90,RL,NA,11500,NA,IR1,0,1680,1680,GasA,Y,SBrkr,8,NA,0,2007,136905
1005,120,RL,43,3182,NA,Reg,16,1330,1346,GasA,Y,SBrkr,7,Gd,0,2009,181000
1006,80,RL,65,8385,NA,Reg,595,390,985,GasA,Y,SBrkr,6,NA,0,2008,149900
1007,20,RL,NA,12155,NA,IR3,1237,420,1657,GasA,Y,SBrkr,7,TA,147,2007,163500
1008,160,RM,21,2217,NA,Reg,273,0,546,GasA,Y,SBrkr,6,NA,0,2009,88000
1009,20,RL,43,12118,NA,IR1,0,1710,1710,GasA,Y,SBrkr,7,Gd,180,2009,240000
1010,50,RL,60,6000,NA,Reg,0,1008,1008,GasA,Y,SBrkr,7,NA,0,2006,102000
1011,50,RL,115,21286,NA,Reg,0,720,720,GasA,Y,SBrkr,7,Gd,0,2008,135000
1012,90,RL,75,9825,NA,Reg,0,0,0,GasA,N,SBrkr,8,NA,0,2010,100000
1013,70,RL,55,10592,NA,Reg,0,602,602,GasA,Y,SBrkr,7,TA,53,2007,165000
1014,30,RM,60,7200,NA,Reg,247,310,1022,GasW,N,SBrkr,4,NA,0,2009,85000
1015,20,RL,60,11664,NA,Reg,336,746,1082,GasA,Y,SBrkr,5,Gd,0,2007,119200
1016,60,RL,70,8400,NA,Reg,643,167,810,GasA,Y,SBrkr,6,NA,0,2009,227000
1017,20,RL,73,11883,NA,Reg,690,814,1504,GasA,Y,SBrkr,6,TA,0,2009,203000
1018,120,RL,NA,5814,NA,IR1,1036,184,1220,GasA,Y,SBrkr,4,Ex,0,2009,187500
1019,80,RL,NA,10784,NA,IR1,0,384,384,GasA,Y,SBrkr,7,TA,0,2007,160000
1020,120,RL,43,3013,NA,Reg,16,1346,1362,GasA,Y,SBrkr,6,Gd,0,2006,213490
1021,20,RL,60,7024,NA,Reg,1024,108,1132,GasA,Y,SBrkr,5,NA,0,2008,176000
1022,20,RL,64,7406,NA,Reg,684,515,1199,GasA,Y,SBrkr,6,NA,0,2006,194000
1023,50,RM,52,9439,NA,Reg,324,588,912,GasA,Y,FuseA,6,NA,0,2007,87000
1024,120,RL,43,3182,NA,Reg,16,1330,1346,GasA,Y,SBrkr,7,Gd,0,2008,191000
1025,20,RL,NA,15498,NA,IR1,1165,0,1565,GasA,Y,SBrkr,10,Gd,0,2008,287000
1026,20,RL,70,7700,NA,Reg,138,276,882,GasA,Y,SBrkr,5,NA,0,2007,112500
1027,20,RL,73,9300,NA,Reg,697,571,1268,GasA,Y,SBrkr,6,Gd,143,2010,167500
1028,20,RL,71,9520,NA,IR1,1513,125,1638,GasA,Y,SBrkr,7,Gd,0,2008,293077
1029,50,RL,79,9492,NA,Reg,368,359,768,GasA,Y,SBrkr,6,Gd,0,2007,105000
1030,160,RM,21,1680,NA,Reg,317,355,672,GasA,Y,SBrkr,7,NA,0,2006,118000
1031,190,RH,NA,7082,NA,Reg,0,686,686,GasA,Y,SBrkr,10,NA,0,2006,160000
1032,75,RL,102,15863,NA,Reg,523,301,824,GasA,Y,SBrkr,12,TA,0,2009,197000
1033,60,RL,NA,14541,NA,IR1,1012,326,1338,GasA,Y,SBrkr,10,TA,0,2006,310000
1034,20,RL,NA,8125,NA,Reg,986,668,1654,GasA,Y,SBrkr,6,NA,0,2006,230000
1035,30,RL,50,6305,NA,Reg,0,920,920,GasA,Y,SBrkr,5,Gd,0,2007,119750
1036,20,RL,NA,11500,NA,IR1,0,0,0,GasA,N,SBrkr,5,NA,0,2009,84000
1037,20,RL,89,12898,NA,IR1,1022,598,1620,GasA,Y,SBrkr,6,Ex,0,2009,315500
1038,60,RL,NA,9240,NA,Reg,0,1055,1055,GasA,Y,SBrkr,7,TA,189,2008,287000
1039,160,RM,21,1533,NA,Reg,0,546,546,GasA,Y,SBrkr,6,TA,0,2009,97000
1040,180,RM,21,1477,NA,Reg,509,121,630,GasA,Y,SBrkr,3,NA,0,2009,80000
1041,20,RL,88,13125,NA,Reg,168,284,1134,GasA,Y,SBrkr,8,TA,0,2006,155000
1042,60,RL,NA,9130,NA,Reg,400,336,800,GasA,Y,SBrkr,7,NA,0,2008,173000
1043,120,RL,34,5381,NA,IR1,900,406,1306,GasA,Y,SBrkr,5,Gd,0,2009,196000
1044,60,RL,86,11839,NA,Reg,1085,390,1475,GasA,Y,SBrkr,10,Ex,0,2008,262280
1045,20,RL,80,9600,NA,Reg,1104,1420,2524,GasA,Y,SBrkr,9,Gd,0,2009,278000
1046,20,RL,NA,13680,NA,IR1,0,0,0,GasA,Y,FuseA,8,Gd,0,2009,139600
1047,60,RL,85,16056,NA,IR1,240,1752,1992,GasA,Y,SBrkr,11,Gd,0,2006,556581
1048,20,RL,57,9245,NA,IR2,686,304,990,GasA,Y,SBrkr,5,NA,0,2008,145000
1049,20,RL,100,21750,NA,Reg,0,0,0,GasA,Y,SBrkr,9,TA,0,2009,115000
1050,20,RL,60,11100,NA,Reg,0,0,0,GasA,Y,SBrkr,6,NA,0,2010,84900
1051,20,RL,73,8993,NA,IR1,0,1302,1302,GasA,Y,SBrkr,6,NA,0,2007,176485
1052,20,RL,103,11175,NA,IR1,0,1316,1316,GasA,Y,SBrkr,6,Gd,0,2007,200141
1053,60,RL,100,9500,NA,Reg,442,374,816,GasA,Y,SBrkr,9,TA,0,2007,165000
1054,20,RL,68,8562,NA,Reg,383,833,1216,GasA,Y,FuseA,7,Gd,0,2010,144500
1055,60,RL,90,11367,NA,Reg,932,133,1065,GasA,Y,SBrkr,7,Gd,0,2006,255000
1056,20,RL,104,11361,NA,Reg,644,549,1193,GasA,Y,SBrkr,7,TA,189,2008,180000
1057,120,RL,43,7052,NA,IR1,659,705,1364,GasA,Y,SBrkr,6,Gd,0,2006,185850
